species,canonicalName,countries_present
Eremophila subangustifolia A.P.Br. & T.M.Llorens,Eremophila subangustifolia,NA
Eremophila subfloccosa Benth.,Eremophila subfloccosa,NA
Eremophila subteretifolia Chinnock,Eremophila subteretifolia,NA
Eremophila succinea Chinnock,Eremophila succinea,NA
Eremophila tenella Chinnock,Eremophila tenella,NA
Eremophila ternifolia Chinnock,Eremophila ternifolia,NA
Eremophila tetraptera C.T.White,Eremophila tetraptera,NA
Eremophila tietkensii F.Muell. & Tate,Eremophila tietkensii,NA
Eremophila undulata Chinnock,Eremophila undulata,NA
Eremophila veneta Chinnock,Eremophila veneta,NA
Eremophila vernicosa Chinnock,Eremophila vernicosa,NA
Eremophila veronica (S.Moore) C.A.Gardner,Eremophila veronica,NA
Eremophila verrucosa Chinnock,Eremophila verrucosa,NA
Eremophila verticillata Chinnock,Eremophila verticillata,NA
Eremophila victoriae Buirchell & A.P.Br.,Eremophila victoriae,NA
Eremophila virens C.A.Gardner,Eremophila virens,NA
Eremophila viscida Endl.,Eremophila viscida,NA
Eremophila viscimarginata Chinnock,Eremophila viscimarginata,NA
Eremophila warnesii Chinnock,Eremophila warnesii,NA
Eremophila weldii F.Muell.,Eremophila weldii,NA
Eremophila willsii F.Muell.,Eremophila willsii,NA
Eremophila woodiae Edginton,Eremophila woodiae,NA
Eremophila yinnetharrensis Buirchell & A.P.Br.,Eremophila yinnetharrensis,NA
Eremophila youngii F.Muell.,Eremophila youngii,NA
Euphrasia alsa F.Muell.,Euphrasia alsa,NA
Euphrasia amphisysepala W.R.Barker,Euphrasia amphisysepala,NA
Euphrasia arguta R.Br.,Euphrasia arguta,NA
Euphrasia bella S.T.Blake,Euphrasia bella,NA
Euphrasia bowdeniae W.R.Barker,Euphrasia bowdeniae,NA
Euphrasia caudata (J.H.Willis) W.R.Barker,Euphrasia caudata,NA
Euphrasia ciliolata W.R.Barker,Euphrasia ciliolata,NA
Euphrasia collina R.Br.,Euphrasia collina,NA
Euphrasia crassiuscula Gand.,Euphrasia crassiuscula,NA
Euphrasia eichleri W.R.Barker,Euphrasia eichleri,NA
Euphrasia fragosa W.R.Barker,Euphrasia fragosa,NA
Euphrasia gibbsiae Du Rietz,Euphrasia gibbsiae,NA
Euphrasia hookeri Wettst.,Euphrasia hookeri,NA
Euphrasia lasianthera W.R.Barker,Euphrasia lasianthera,NA
Euphrasia orthocheila W.R.Barker,Euphrasia orthocheila,NA
Euphrasia phragmostoma W.R.Barker,Euphrasia phragmostoma,NA
Euphrasia ramulosa W.R.Barker,Euphrasia ramulosa,NA
Euphrasia scabra R.Br.,Euphrasia scabra,NA
Euphrasia semipicta W.R.Barker,Euphrasia semipicta,NA
Euphrasia striata R.Br.,Euphrasia striata,NA
Glycocystis beckeri (F.Muell.) Chinnock,Glycocystis beckeri,NA
Limosella australis R.Br.,Limosella australis,NA
Limosella curdieana F.Muell.,Limosella curdieana,NA
Limosella granitica W.R.Barker,Limosella granitica,NA
Myoporum acuminatum R.Br.,Myoporum acuminatum,NA
Myoporum bateae F.Muell.,Myoporum bateae,NA
Myoporum betcheanum L.S.Sm.,Myoporum betcheanum,NA
Myoporum boninense Koidz.,Myoporum boninense,NA
Myoporum brevipes Benth.,Myoporum brevipes,NA
Myoporum caprarioides Benth.,Myoporum caprarioides,NA
Myoporum cordifolium (F.Muell.) Druce,Myoporum cordifolium,NA
Myoporum floribundum A.Cunn. ex Benth.,Myoporum floribundum,NA
Myoporum insulare R.Br.,Myoporum insulare,NA
Myoporum montanum R.Br.,Myoporum montanum,NA
Myoporum obscurum Endl.,Myoporum obscurum,NA
Myoporum oppositifolium R.Br.,Myoporum oppositifolium,NA
Myoporum parvifolium R.Br.,Myoporum parvifolium,NA
Myoporum petiolatum Chinnock,Myoporum petiolatum,NA
Myoporum platycarpum R.Br.,Myoporum platycarpum,NA
Myoporum tetrandrum (Labill.) Domin,Myoporum tetrandrum,NA
Myoporum turbinatum Chinnock,Myoporum turbinatum,NA
Myoporum velutinum Chinnock,Myoporum velutinum,NA
Myoporum viscosum R.Br.,Myoporum viscosum,NA
Phyla nodiflora (L.) Greene,Phyla nodiflora,NA
Verbena africana (R.Fern. & Verdc.) P.W.Michael,Verbena africana,NA
Verbena gaudichaudii (Briq.) P.W.Michael,Verbena gaudichaudii,NA
Verbena macrostachya F.Muell.,Verbena macrostachya,NA
Verbena officinalis L.,Verbena officinalis,NA
Aniseia martinicensis (Jacq.) Choisy,Aniseia martinicensis,NA
Bonamia alatisemina R.W.Johnson,Bonamia alatisemina,NA
Bonamia brevifolia (Benth.) Myint,Bonamia brevifolia,NA
Bonamia deserticola R.W.Johnson,Bonamia deserticola,NA
Bonamia dietrichiana Hallier f.,Bonamia dietrichiana,NA
Bonamia erecta R.W.Johnson,Bonamia erecta,NA
Bonamia fruticosa R.W.Johnson,Bonamia fruticosa,NA
Bonamia linearis (R.Br.) Hallier f.,Bonamia linearis,NA
Bonamia longipilosa R.W.Johnson,Bonamia longipilosa,NA
Bonamia media (R.Br.) Hallier f.,Bonamia media,NA
Bonamia multiflora R.W.Johnson,Bonamia multiflora,NA
Bonamia oblongifolia Myint,Bonamia oblongifolia,NA
Bonamia pannosa (R.Br.) Hallier f.,Bonamia pannosa,NA
Bonamia pilbarensis R.W.Johnson,Bonamia pilbarensis,NA
Bonamia rosea (F.Muell.) Hallier f.,Bonamia rosea,NA
Bonamia toniae R.W.Johnson,Bonamia toniae,NA
Bonamia wilsoniae R.W.Johnson,Bonamia wilsoniae,NA
Calystegia affinis Endl.,Calystegia affinis,NA
Calystegia marginata R.Br.,Calystegia marginata,NA
Calystegia sepium (L.) R.Br.,Calystegia sepium,NA
Calystegia soldanella (L.) Roem. & Schult.,Calystegia soldanella,NA
Camonea pilosa (Houtt.) A.R.Simões & Staples,Camonea pilosa,NA
Convolvulus angustissimus R.Br.,Convolvulus angustissimus,NA
Convolvulus clementii Domin,Convolvulus clementii,NA
Convolvulus crispifolius F.Muell.,Convolvulus crispifolius,NA
Convolvulus erubescens Sims,Convolvulus erubescens,NA
Convolvulus eyreanus R.W.Johnson,Convolvulus eyreanus,NA
Convolvulus graminetinus R.W.Johnson,Convolvulus graminetinus,NA
Convolvulus microsepalus R.W.Johnson,Convolvulus microsepalus,NA
Convolvulus recurvatus R.W.Johnson,Convolvulus recurvatus,NA
Convolvulus remotus R.Br.,Convolvulus remotus,NA
Convolvulus tedmoorei R.W.Johnson,Convolvulus tedmoorei,NA
Convolvulus wimmerensis R.W.Johnson,Convolvulus wimmerensis,NA
Cressa australis R.Br.,Cressa australis,NA
Cuscuta australis R.Br.,Cuscuta australis,NA
Cuscuta chinensis Lam.,Cuscuta chinensis,NA
Cuscuta tasmanica Engelm.,Cuscuta tasmanica,NA
Cuscuta victoriana Yunck.,Cuscuta victoriana,NA
Decalobanthus peltatus (L.) A.R.Simões & Staples,Decalobanthus peltatus,NA
Dichondra repens J.R.Forst. & G.Forst.,Dichondra repens,NA
Distimake davenportii (F.Muell.) A.R.Simões & Staples,Distimake davenportii,NA
Distimake kimberleyensis (R.W.Johnson) A.R.Simões & Staples,Distimake kimberleyensis,NA
Distimake quinatus (R.Br.) A.R.Simões & Staples,Distimake quinatus,NA
Duperreya commixta (Staples) Staples,Duperreya commixta,NA
Duperreya halfordii R.W.Johnson,Duperreya halfordii,NA
Duperreya sericea Gaudich.,Duperreya sericea,NA
Erycibe coccinea (F.M.Bailey) Hoogland ex Ooststr.,Erycibe coccinea,NA
Evolvulus alsinoides (L.) L.,Evolvulus alsinoides,NA
Ipomoea abrupta R.Br.,Ipomoea abrupta,NA
Ipomoea aculeata Blume,Ipomoea aculeata,NA
Ipomoea antonschmidii R.W.Johnson,Ipomoea antonschmidii,NA
Ipomoea aquatica Forssk.,Ipomoea aquatica,NA
Ipomoea argillicola R.W.Johnson,Ipomoea argillicola,NA
Ipomoea bracteolata R.W.Johnson,Ipomoea bracteolata,NA
Ipomoea brassii C.T.White,Ipomoea brassii,NA
Ipomoea brownii Roem. & Schult.,Ipomoea brownii,NA
Ipomoea calobra W.Hill & F.Muell.,Ipomoea calobra,NA
Ipomoea coptica (L.) Roth,Ipomoea coptica,NA
Ipomoea costata Benth.,Ipomoea costata,NA
Ipomoea densivestita R.W.Johnson,Ipomoea densivestita,NA
Ipomoea diamantinensis J.M.Black ex Eardley,Ipomoea diamantinensis,NA
Ipomoea diantha Roem. & Schult.,Ipomoea diantha,NA
Ipomoea diversifolia R.Br.,Ipomoea diversifolia,NA
Ipomoea dunlopii R.W.Johnson,Ipomoea dunlopii,NA
Ipomoea eriocarpa R.Br.,Ipomoea eriocarpa,NA
Ipomoea gracilis R.Br.,Ipomoea gracilis,NA
Ipomoea graminea R.Br.,Ipomoea graminea,NA
Ipomoea hastifolia Domin,Ipomoea hastifolia,NA
Ipomoea imperati (Vahl) Griseb.,Ipomoea imperati,NA
Ipomoea johnsoniana R.L.Barrett,Ipomoea johnsoniana,NA
Ipomoea kalumburu R.W.Johnson,Ipomoea kalumburu,NA
Ipomoea limosa R.W.Johnson,Ipomoea limosa,NA
Ipomoea littoralis Blume,Ipomoea littoralis,NA
Ipomoea lonchophylla J.M.Black,Ipomoea lonchophylla,NA
Ipomoea macrantha Roem. & Schult.,Ipomoea macrantha,NA
Ipomoea mauritiana Jacq.,Ipomoea mauritiana,NA
Ipomoea muelleri Benth.,Ipomoea muelleri,NA
Ipomoea obscura (L.) Ker Gawl.,Ipomoea obscura,NA
Ipomoea pes-caprae (L.) R.Br.,Ipomoea pes-caprae,NA
Ipomoea plebeia R.Br.,Ipomoea plebeia,NA
Ipomoea polpha R.W.Johnson,Ipomoea polpha,NA
Ipomoea polymorpha Roem. & Schult.,Ipomoea polymorpha,NA
Ipomoea racemigera F.Muell. & Tate,Ipomoea racemigera,NA
Ipomoea saintronanensis R.W.Johnson,Ipomoea saintronanensis,NA
Ipomoea tolmerana R.W.Johnson,Ipomoea tolmerana,NA
Ipomoea trichosperma Blume,Ipomoea trichosperma,NA
Ipomoea velutina R.Br.,Ipomoea velutina,NA
Ipomoea versipellis R.W.Johnson,Ipomoea versipellis,NA
Ipomoea yardiensis A.S.George,Ipomoea yardiensis,NA
Jacquemontia browniana Ooststr.,Jacquemontia browniana,NA
Jacquemontia paniculata (Burm.f.) Hallier f.,Jacquemontia paniculata,NA
Jacquemontia pannosa (R.Br.) Mabb.,Jacquemontia pannosa,NA
Lepistemon urceolatus (R.Br.) F.Muell.,Lepistemon urceolatus,NA
Merremia gemella (Burm.f.) Hallier f.,Merremia gemella,NA
Merremia hederacea (Burm.f.) Hallier f.,Merremia hederacea,NA
Merremia hirta (L.) Merr.,Merremia hirta,NA
Merremia incisa (R.Br.) Hallier f.,Merremia incisa,NA
Operculina aequisepala (Domin) R.W.Johnson,Operculina aequisepala,NA
Operculina brownii Ooststr.,Operculina brownii,NA
Operculina riedeliana (Oliv.) Ooststr.,Operculina riedeliana,NA
Operculina turpethum (L.) Silva Manso,Operculina turpethum,NA
Polymeria ambigua R.Br.,Polymeria ambigua,NA
Polymeria angusta F.Muell.,Polymeria angusta,NA
Polymeria calycina R.Br.,Polymeria calycina,NA
Polymeria distigma Benth.,Polymeria distigma,NA
Polymeria lanata R.Br.,Polymeria lanata,NA
Polymeria longifolia Lindl.,Polymeria longifolia,NA
Polymeria marginata Benth.,Polymeria marginata,NA
Polymeria mollis (Benth.) Domin,Polymeria mollis,NA
Polymeria pusilla R.Br.,Polymeria pusilla,NA
Polymeria quadrivalvis R.Br.,Polymeria quadrivalvis,NA
Polymeria subhirsuta Domin,Polymeria subhirsuta,NA
Stictocardia queenslandica (Domin) R.W.Johnson,Stictocardia queenslandica,NA
Stictocardia tiliifolia (Desr.) Hallier f.,Stictocardia tiliifolia,NA
Wilsonia backhousei Hook.f.,Wilsonia backhousei,NA
Wilsonia humilis R.Br.,Wilsonia humilis,NA
Wilsonia rotundifolia Hook.,Wilsonia rotundifolia,NA
Xenostegia tridentata (L.) D.F.Austin & Staples,Xenostegia tridentata,NA
Hydrolea zeylanica (L.) Vahl,Hydrolea zeylanica,NA
Anthocercis angustifolia F.Muell.,Anthocercis angustifolia,NA
Anthocercis anisantha Endl.,Anthocercis anisantha,NA
Anthocercis fasciculata F.Muell.,Anthocercis fasciculata,NA
Anthocercis genistoides Miers,Anthocercis genistoides,NA
Anthocercis gracilis Benth.,Anthocercis gracilis,NA
Anthocercis ilicifolia Hook.,Anthocercis ilicifolia,NA
Anthocercis intricata F.Muell.,Anthocercis intricata,NA
Anthocercis littorea Labill.,Anthocercis littorea,NA
Anthocercis sylvicola T.D.Macfarl. & Ward.-Johnson,Anthocercis sylvicola,NA
Anthocercis viscosa R.Br.,Anthocercis viscosa,NA
Anthotroche myoporoides C.A.Gardner,Anthotroche myoporoides,NA
Anthotroche pannosa Endl.,Anthotroche pannosa,NA
Anthotroche walcottii F.Muell.,Anthotroche walcottii,NA
Crenidium spinescens Haegi,Crenidium spinescens,NA
Cyphanthera albicans (A.Cunn.) Miers,Cyphanthera albicans,NA
Cyphanthera anthocercidea (F.Muell.) Haegi,Cyphanthera anthocercidea,NA
Cyphanthera microphylla Miers,Cyphanthera microphylla,NA
Cyphanthera miersiana Haegi,Cyphanthera miersiana,NA
Cyphanthera myosotidea (F.Muell.) Haegi,Cyphanthera myosotidea,NA
Cyphanthera odgersii (F.Muell.) Haegi,Cyphanthera odgersii,NA
Cyphanthera racemosa (F.Muell.) Haegi,Cyphanthera racemosa,NA
Cyphanthera scabrella (Benth.) Miers,Cyphanthera scabrella,NA
Cyphanthera tasmanica Miers,Cyphanthera tasmanica,NA
"Duboisia arenitensis Craven, Lepschi & Haegi",Duboisia arenitensis,NA
Duboisia hopwoodii (F.Muell.) F.Muell.,Duboisia hopwoodii,NA
Duboisia leichhardtii (F.Muell.) F.Muell.,Duboisia leichhardtii,NA
Duboisia myoporoides R.Br.,Duboisia myoporoides,NA
Grammosolen dixonii (F.Muell. & Tate) Haegi,Grammosolen dixonii,NA
Grammosolen truncatus (Ising) Haegi,Grammosolen truncatus,NA
Lycianthes biflora (Lour.) Bitter,Lycianthes biflora,NA
Lycianthes shanesii (F.Muell.) A.R.Bean,Lycianthes shanesii,NA
Lycium australe F.Muell.,Lycium australe,NA
Nicotiana amplexicaulis N.T.Burb.,Nicotiana amplexicaulis,NA
Nicotiana benthamiana Domin,Nicotiana benthamiana,NA
Nicotiana burbidgeae Symon,Nicotiana burbidgeae,NA
Nicotiana cavicola N.T.Burb.,Nicotiana cavicola,NA
Nicotiana excelsior (J.M.Black) J.M.Black,Nicotiana excelsior,NA
Nicotiana faucicola Conran & M.W.Chase,Nicotiana faucicola,NA
Nicotiana forsteri Roem. & Schult.,Nicotiana forsteri,NA
Nicotiana gascoynica M.W.Chase & Christenh.,Nicotiana gascoynica,NA
Nicotiana goodspeedii H.-M.Wheeler,Nicotiana goodspeedii,NA
Nicotiana gossei Domin,Nicotiana gossei,NA
Nicotiana heterantha Symon & Kenneally,Nicotiana heterantha,NA
Nicotiana karijini M.W.Chase & Christenh.,Nicotiana karijini,NA
Nicotiana maritima H.-M.Wheeler,Nicotiana maritima,NA
Nicotiana megalosiphon Van Heurck & Müll.Arg.,Nicotiana megalosiphon,NA
Nicotiana monoschizocarpa (P.Horton) Symon & Lepschi,Nicotiana monoschizocarpa,NA
Nicotiana occidentalis H.-M.Wheeler,Nicotiana occidentalis,NA
Nicotiana rosulata (S.Moore) Domin,Nicotiana rosulata,NA
Nicotiana rotundifolia Lindl.,Nicotiana rotundifolia,NA
Nicotiana simulans N.T.Burb.,Nicotiana simulans,NA
Nicotiana suaveolens Lehm.,Nicotiana suaveolens,NA
Nicotiana truncata Symon,Nicotiana truncata,NA
Nicotiana umbratica N.T.Burb.,Nicotiana umbratica,NA
Nicotiana velutina H.-M.Wheeler,Nicotiana velutina,NA
Nicotiana wuttkei J.R.Clarkson & Symon,Nicotiana wuttkei,NA
Nicotiana yandinga M.W.Chase & Christenh.,Nicotiana yandinga,NA
Physalis angulata L.,Physalis angulata,NA
Solanum acanthodapis A.R.Bean,Solanum acanthodapis,NA
Solanum adenophorum F.Muell.,Solanum adenophorum,NA
Solanum adoxum A.R.Bean,Solanum adoxum,NA
Solanum amblymerum Dunal,Solanum amblymerum,NA
Solanum americanum Mill.,Solanum americanum,NA
Solanum ammophilum A.R.Bean,Solanum ammophilum,NA
Solanum angustum Domin,Solanum angustum,NA
Solanum apodophyllum A.R.Bean,Solanum apodophyllum,NA
Solanum argopetalum A.R.Bean,Solanum argopetalum,NA
Solanum aridicola A.R.Bean,Solanum aridicola,NA
Solanum armourense A.R.Bean,Solanum armourense,NA
Solanum ashbyae Symon,Solanum ashbyae,NA
Solanum asymmetriphyllum Specht,Solanum asymmetriphyllum,NA
Solanum austropiceum A.R.Bean,Solanum austropiceum,NA
Solanum aviculare G.Forst.,Solanum aviculare,NA
Solanum beaugleholei Symon,Solanum beaugleholei,NA
Solanum brownii Dunal,Solanum brownii,NA
Solanum callosum A.R.Bean,Solanum callosum,NA
Solanum campanulatum R.Br.,Solanum campanulatum,NA
Solanum capitaneum A.R.Bean,Solanum capitaneum,NA
Solanum capsiciforme (Domin) G.T.S.Baylis,Solanum capsiciforme,NA
Solanum carduiforme F.Muell.,Solanum carduiforme,NA
Solanum cataphractum A.Cunn. ex Benth.,Solanum cataphractum,NA
Solanum celatum A.R.Bean,Solanum celatum,NA
Solanum centrale J.M.Black,Solanum centrale,NA
Solanum chenopodinum F.Muell.,Solanum chenopodinum,NA
Solanum chillagoense (Domin) A.R.Bean,Solanum chillagoense,NA
Solanum chippendalei Symon,Solanum chippendalei,NA
Solanum cinereum R.Br.,Solanum cinereum,NA
Solanum clarkiae Symon,Solanum clarkiae,NA
Solanum cleistogamum Symon,Solanum cleistogamum,NA
Solanum coactiliferum J.M.Black,Solanum coactiliferum,NA
Solanum cocosoides A.R.Bean,Solanum cocosoides,NA
Solanum cookii Symon,Solanum cookii,NA
Solanum coracinum Symon,Solanum coracinum,NA
Solanum corifolium F.Muell.,Solanum corifolium,NA
Solanum cowiei Martine,Solanum cowiei,NA
Solanum crassitomentosum Domin,Solanum crassitomentosum,NA
Solanum crebrispinum A.R.Bean,Solanum crebrispinum,NA
Solanum cunninghamii Benth.,Solanum cunninghamii,NA
Solanum curvicuspe Domin,Solanum curvicuspe,NA
Solanum defensum F.Muell.,Solanum defensum,NA
Solanum densevestitum F.Muell. ex Benth.,Solanum densevestitum,NA
Solanum dimorphispinum C.T.White,Solanum dimorphispinum,NA
Solanum dioicum W.Fitzg.,Solanum dioicum,NA
Solanum discolor R.Br.,Solanum discolor,NA
Solanum dissectum Symon,Solanum dissectum,NA
Solanum ditrichum A.R.Bean,Solanum ditrichum,NA
Solanum diversiflorum F.Muell.,Solanum diversiflorum,NA
Solanum dryanderense A.R.Bean,Solanum dryanderense,NA
Solanum dumicola A.R.Bean,Solanum dumicola,NA
Solanum dunalianum Gaudich.,Solanum dunalianum,NA
Solanum dysprosium A.R.Bean,Solanum dysprosium,NA
Solanum eardleyae Symon,Solanum eardleyae,NA
Solanum eburneum Symon,Solanum eburneum,NA
Solanum echinatum R.Br.,Solanum echinatum,NA
Solanum elachophyllum F.Muell.,Solanum elachophyllum,NA
Solanum elatius A.R.Bean,Solanum elatius,NA
Solanum ellipticum R.Br.,Solanum ellipticum,NA
Solanum eminens A.R.Bean,Solanum eminens,NA
Solanum emmottii A.R.Bean,Solanum emmottii,NA
Solanum eremophilum F.Muell.,Solanum eremophilum,NA
Solanum esuriale Lindl.,Solanum esuriale,NA
Solanum fecundum A.R.Bean,Solanum fecundum,NA
Solanum ferocissimum Lindl.,Solanum ferocissimum,NA
Solanum ferox L.,Solanum ferox,NA
Solanum fervens A.R.Bean,Solanum fervens,NA
Solanum francisii A.R.Bean,Solanum francisii,NA
Solanum furfuraceum R.Br.,Solanum furfuraceum,NA
Solanum gabrielae Domin,Solanum gabrielae,NA
Solanum galbinum A.R.Bean,Solanum galbinum,NA
Solanum gilesii Symon,Solanum gilesii,NA
Solanum graniticum A.R.Bean,Solanum graniticum,NA
Solanum gympiense Symon,Solanum gympiense,NA
Solanum hamulosum C.T.White,Solanum hamulosum,NA
Solanum hapalum A.R.Bean,Solanum hapalum,NA
Solanum hesperium Symon,Solanum hesperium,NA
Solanum heteropodium Symon,Solanum heteropodium,NA
Solanum hoplopetalum Bitter & Summerh.,Solanum hoplopetalum,NA
Solanum horridum Dunal ex Poir.,Solanum horridum,NA
Solanum hystrix R.Br.,Solanum hystrix,NA
Solanum inaequilaterum Domin,Solanum inaequilaterum,NA
Solanum innoxium A.R.Bean,Solanum innoxium,NA
Solanum intonsum A.R.Bean,Solanum intonsum,NA
Solanum iodinum A.R.Bean,Solanum iodinum,NA
"Solanum jobsonii Martine, J.Cantley & L.M.Lacey",Solanum jobsonii,NA
Solanum johnsonianum A.R.Bean,Solanum johnsonianum,NA
Solanum jucundum A.R.Bean,Solanum jucundum,NA
Solanum karsense Symon,Solanum karsense,NA
Solanum kentrocaule A.R.Bean,Solanum kentrocaule,NA
Solanum lachnophyllum Symon,Solanum lachnophyllum,NA
Solanum laciniatum Aiton,Solanum laciniatum,NA
Solanum lacunarium F.Muell.,Solanum lacunarium,NA
Solanum lapidosum A.R.Bean,Solanum lapidosum,NA
Solanum lasiocarpum Dunal,Solanum lasiocarpum,NA
Solanum lasiophyllum Dunal ex Poir.,Solanum lasiophyllum,NA
Solanum latens A.R.Bean,Solanum latens,NA
Solanum leopoldense Symon,Solanum leopoldense,NA
Solanum limitare A.R.Bean,Solanum limitare,NA
Solanum linearifolium Geras. ex Symon,Solanum linearifolium,NA
Solanum lithophilum F.Muell.,Solanum lithophilum,NA
Solanum lobatum A.R.Bean,Solanum lobatum,NA
Solanum lucani F.Muell.,Solanum lucani,NA
Solanum lythrocarpum A.R.Bean,Solanum lythrocarpum,NA
Solanum macoorai F.M.Bailey,Solanum macoorai,NA
Solanum magnifolium F.Muell.,Solanum magnifolium,NA
Solanum medicagineum A.R.Bean,Solanum medicagineum,NA
Solanum melanospermum F.Muell.,Solanum melanospermum,NA
Solanum mentiens A.R.Bean,Solanum mentiens,NA
Solanum mitchellianum Domin,Solanum mitchellianum,NA
Solanum morrisonii Domin,Solanum morrisonii,NA
Solanum multiglochidiatum Domin,Solanum multiglochidiatum,NA
Solanum nemophilum F.Muell.,Solanum nemophilum,NA
Solanum neoanglicum A.R.Bean,Solanum neoanglicum,NA
Solanum nobile A.R.Bean,Solanum nobile,NA
Solanum nummularium S.Moore,Solanum nummularium,NA
Solanum octona A.R.Bean,Solanum octona,NA
Solanum oedipus Symon,Solanum oedipus,NA
Solanum oldfieldii F.Muell.,Solanum oldfieldii,NA
Solanum oligacanthum F.Muell.,Solanum oligacanthum,NA
Solanum oligandrum Symon,Solanum oligandrum,NA
Solanum opacum A.Braun & C.D.Bouché,Solanum opacum,NA
Solanum orbiculatum Dunal ex Poir.,Solanum orbiculatum,NA
Solanum orgadophilum A.R.Bean,Solanum orgadophilum,NA
Solanum ossicruentum Martine & J.Cantley,Solanum ossicruentum,NA
Solanum osteocarpum A.R.Bean,Solanum osteocarpum,NA
Solanum pallidifolium A.R.Bean,Solanum pallidifolium,NA
